item,brand,category,gender,time_of_delivery_days,price,size,color,style,warmth,waterproof,current_day,url,image
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,XL,Beige,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_forage_canvas.jpeg
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,S,Black,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_black.png
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,M,Black,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_black.png
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,L,Black,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_black.png
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,XL,Black,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_black.png
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,S,Beige,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_copper_sky_canvas.jpeg
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,M,Beige,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_copper_sky_canvas.jpeg
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,L,Beige,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_copper_sky_canvas.jpeg
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,XL,Beige,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_copper_sky_canvas.jpeg
Men's Burton Highshot X Pro Step On® Snowboard Boots,Burton,boots,Men,6,,One Size,Black,Boots,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-highshot-x-pro-step-on-snowboard-boots/W26-304781.html?dwvar_W26-304781_variationColor=A02,product_images/burton_black.png
Men's Burton Highshot X Pro Step On® Snowboard Boots,Burton,boots,Men,6,,One Size,White,Boots,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-highshot-x-pro-step-on-snowboard-boots/W26-304781.html?dwvar_W26-304781_variationColor=A02,product_images/burton_white.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,S,Beige,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_summit_taupe.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,M,Beige,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_summit_taupe.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,L,Beige,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_summit_taupe.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,XL,Beige,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_summit_taupe.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,S,Black,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_black.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,M,Black,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_black.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,L,Black,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_black.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,XL,Black,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_black.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,S,Blue,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_jake_blue.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,M,Blue,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_jake_blue.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,L,Blue,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_jake_blue.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,XL,Blue,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_jake_blue.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,S,Grey,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gray_heather.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,M,Grey,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gray_heather.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,L,Grey,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gray_heather.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,XL,Grey,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gray_heather.png
Men's Burton [ak]® Swash GORE-TEX 2L Jacket,Burton,jacket,Men,6,519.95,S,Black,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-swash-gore-tex-2l-jacket/W26-100011.html?dwvar_W26-100011_variationColor=A04,product_images/burton_true_black.png
Men's Burton [ak]® Swash GORE-TEX 2L Jacket,Burton,jacket,Men,6,519.95,M,Black,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-swash-gore-tex-2l-jacket/W26-100011.html?dwvar_W26-100011_variationColor=A04,product_images/burton_true_black.png
Men's Burton [ak]® Swash GORE-TEX 2L Jacket,Burton,jacket,Men,6,519.95,L,Black,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-swash-gore-tex-2l-jacket/W26-100011.html?dwvar_W26-100011_variationColor=A04,product_images/burton_true_black.png
Men's Burton [ak]® Swash GORE-TEX 2L Jacket,Burton,jacket,Men,6,519.95,XL,Black,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-swash-gore-tex-2l-jacket/W26-100011.html?dwvar_W26-100011_variationColor=A04,product_images/burton_true_black.png
Men's Burton [ak]® Swash GORE-TEX 2L Jacket,Burton,jacket,Men,6,519.95,XXL,Black,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-swash-gore-tex-2l-jacket/W26-100011.html?dwvar_W26-100011_variationColor=A04,product_images/burton_true_black.png
Men's Burton [ak]® LZ GORE-TEX 2L Down Jacket,Burton,jacket,Men,6,724.95,S,Grey,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-lz-gore-tex-2l-down-jacket/W26-100061.html?dwvar_W26-100061_variationColor=A04,product_images/burton_gray_cloud.png
Men's Burton [ak]® LZ GORE-TEX 2L Down Jacket,Burton,jacket,Men,6,724.95,M,Grey,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-lz-gore-tex-2l-down-jacket/W26-100061.html?dwvar_W26-100061_variationColor=A04,product_images/burton_gray_cloud.png
Men's Burton [ak]® LZ GORE-TEX 2L Down Jacket,Burton,jacket,Men,6,724.95,L,Grey,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-lz-gore-tex-2l-down-jacket/W26-100061.html?dwvar_W26-100061_variationColor=A04,product_images/burton_gray_cloud.png
Men's Burton [ak]® LZ GORE-TEX 2L Down Jacket,Burton,jacket,Men,6,724.95,XL,Grey,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-lz-gore-tex-2l-down-jacket/W26-100061.html?dwvar_W26-100061_variationColor=A04,product_images/burton_gray_cloud.png
Men's Burton [ak]® LZ GORE-TEX 2L Down Jacket,Burton,jacket,Men,6,724.95,XXL,Grey,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-lz-gore-tex-2l-down-jacket/W26-100061.html?dwvar_W26-100061_variationColor=A04,product_images/burton_gray_cloud.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,S,Beige,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_summit_taupe.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,M,Beige,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_summit_taupe.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,L,Beige,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_summit_taupe.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,XL,Beige,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_summit_taupe.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,XXL,Beige,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_summit_taupe.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,S,Black,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_true_black.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,M,Black,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_true_black.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,L,Black,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_true_black.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,XL,Black,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_true_black.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,XXL,Black,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_true_black.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,S,Purple,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_very_berry.jpeg
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,M,Purple,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_very_berry.jpeg
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,L,Purple,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_very_berry.jpeg
