item,brand,category,gender,time_of_delivery_days,price,size,color,style,warmth,waterproof,current_day,url,image
Men’s McMurdo Parka,The North Face,jacket,Men,5,400.0,3XL,Grey,Down Insulated,5,3,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-jackets-and-vests/mens-parkas-300775/mens-mcmurdo-parka-NF0A5GJF?color=BOX,product_images/north_face_mens_mcmurdo_parkamushroom_grey.png
MENS TRAVERSE GTX,Spyder,gloves,Men,6,99.0,S,Black,Insulated,4,4,2026-02-07,https://www.spyder.com/products/traverse-gtx-gloves-black-1,product_images/spyder_mens_traverse_gtx_black.png
MENS TRAVERSE GTX,Spyder,gloves,Men,6,99.0,M,Black,Insulated,4,4,2026-02-07,https://www.spyder.com/products/traverse-gtx-gloves-black-1,product_images/spyder_mens_traverse_gtx_black.png
MENS TRAVERSE GTX,Spyder,gloves,Men,6,99.0,L,Black,Insulated,4,4,2026-02-07,https://www.spyder.com/products/traverse-gtx-gloves-black-1,product_images/spyder_mens_traverse_gtx_black.png
MENS TRAVERSE GTX,Spyder,gloves,Men,6,99.0,XL,Black,Insulated,4,4,2026-02-07,https://www.spyder.com/products/traverse-gtx-gloves-black-1,product_images/spyder_mens_traverse_gtx_black.png
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,S,Black,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_black.png
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,M,Black,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_black.png
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,L,Black,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_black.png
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200.0,XL,Black,Insulated,4,4,2026-02-07,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arcteryx_fission_sv_glove_black.png
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650.0,XS,Black,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arcteryx_beta_ar_jacket_men_s_black.jpeg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650.0,S,Black,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arcteryx_beta_ar_jacket_men_s_black.jpeg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650.0,M,Black,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arcteryx_beta_ar_jacket_men_s_black.jpeg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650.0,L,Black,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arcteryx_beta_ar_jacket_men_s_black.jpeg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650.0,XL,Black,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arcteryx_beta_ar_jacket_men_s_black.jpeg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650.0,XXL,Black,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arcteryx_beta_ar_jacket_men_s_black.jpeg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650.0,XXXL,Black,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arcteryx_beta_ar_jacket_men_s_black.jpeg
MENS DARE PANTS,Spyder,pants,Men,6,350.0,S,Grey,Insulated,3,4,2026-02-07,https://www.spyder.com/products/mens-dare-pants-storm-melange,product_images/spyder_mens_dare_pants_storm.png
MENS DARE PANTS,Spyder,pants,Men,6,350.0,M,Grey,Insulated,3,4,2026-02-07,https://www.spyder.com/products/mens-dare-pants-storm-melange,product_images/spyder_mens_dare_pants_storm.png
MENS DARE PANTS,Spyder,pants,Men,6,350.0,L,Grey,Insulated,3,4,2026-02-07,https://www.spyder.com/products/mens-dare-pants-storm-melange,product_images/spyder_mens_dare_pants_storm.png
MENS DARE PANTS,Spyder,pants,Men,6,350.0,XL,Grey,Insulated,3,4,2026-02-07,https://www.spyder.com/products/mens-dare-pants-storm-melange,product_images/spyder_mens_dare_pants_storm.png
MENS DARE PANTS,Spyder,pants,Men,6,350.0,XXL,Grey,Insulated,3,4,2026-02-07,https://www.spyder.com/products/mens-dare-pants-storm-melange,product_images/spyder_mens_dare_pants_storm.png
MENS PROSPECT HALF ZIP T-NECK,Spyder,base_top,Men,6,99.0,S,Grey,Baselayer,3,0,2026-02-07,https://www.spyder.com/products/mens-prospect-half-zip-storm,product_images/spyder_mens_prospect_half_zip_t_neck_storm.png
MENS PROSPECT HALF ZIP T-NECK,Spyder,base_top,Men,6,99.0,M,Grey,Baselayer,3,0,2026-02-07,https://www.spyder.com/products/mens-prospect-half-zip-storm,product_images/spyder_mens_prospect_half_zip_t_neck_storm.png
MENS PROSPECT HALF ZIP T-NECK,Spyder,base_top,Men,6,99.0,L,Grey,Baselayer,3,0,2026-02-07,https://www.spyder.com/products/mens-prospect-half-zip-storm,product_images/spyder_mens_prospect_half_zip_t_neck_storm.png
MENS PROSPECT HALF ZIP T-NECK,Spyder,base_top,Men,6,99.0,XL,Grey,Baselayer,3,0,2026-02-07,https://www.spyder.com/products/mens-prospect-half-zip-storm,product_images/spyder_mens_prospect_half_zip_t_neck_storm.png
MENS PROSPECT HALF ZIP T-NECK,Spyder,base_top,Men,6,99.0,XXL,Grey,Baselayer,3,0,2026-02-07,https://www.spyder.com/products/mens-prospect-half-zip-storm,product_images/spyder_mens_prospect_half_zip_t_neck_storm.png
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,S,Purple,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_very_berry.jpeg
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,M,Purple,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_very_berry.jpeg
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,L,Purple,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_very_berry.jpeg
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,XL,Purple,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_very_berry.jpeg
Men's Burton [ak]® Freebird GORE-TEX 3L Stretch Bib Pants,Burton,pants,Men,6,669.95,XXL,Purple,Other,3,0,2026-02-07,https://www.burton.com/us/en/p/mens-burton-ak-freebird-gore-tex-3l-stretch-bib-pants/W26-100241.html?dwvar_W26-100241_variationColor=AH2,product_images/burton_very_berry.jpeg
Men’s McMurdo Parka,The North Face,jacket,Men,5,400.0,XS,Green,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-jackets-and-vests/mens-parkas-300775/mens-mcmurdo-parka-NF0A5GJF?color=BRI,product_images/north_face_woodland_green.png
Men’s McMurdo Parka,The North Face,jacket,Men,5,400.0,S,Green,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-jackets-and-vests/mens-parkas-300775/mens-mcmurdo-parka-NF0A5GJF?color=BRI,product_images/north_face_woodland_green.png
Men’s McMurdo Parka,The North Face,jacket,Men,5,400.0,M,Green,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-jackets-and-vests/mens-parkas-300775/mens-mcmurdo-parka-NF0A5GJF?color=BRI,product_images/north_face_woodland_green.png
Men’s McMurdo Parka,The North Face,jacket,Men,5,400.0,L,Green,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-jackets-and-vests/mens-parkas-300775/mens-mcmurdo-parka-NF0A5GJF?color=BRI,product_images/north_face_woodland_green.png
Men’s McMurdo Parka,The North Face,jacket,Men,5,400.0,XL,Green,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-jackets-and-vests/mens-parkas-300775/mens-mcmurdo-parka-NF0A5GJF?color=BRI,product_images/north_face_woodland_green.png
Men’s McMurdo Parka,The North Face,jacket,Men,5,400.0,XXL,Green,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-jackets-and-vests/mens-parkas-300775/mens-mcmurdo-parka-NF0A5GJF?color=BRI,product_images/north_face_woodland_green.png
Men’s McMurdo Parka,The North Face,jacket,Men,5,400.0,3XL,Green,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-jackets-and-vests/mens-parkas-300775/mens-mcmurdo-parka-NF0A5GJF?color=BRI,product_images/north_face_woodland_green.png
MENS DARE PANTS,Spyder,pants,Men,6,350.0,S,Black,Insulated,3,4,2026-02-07,https://www.spyder.com/products/mens-dare-black,product_images/spyder_mens_dare_pants_black.png
MENS DARE PANTS,Spyder,pants,Men,6,350.0,M,Black,Insulated,3,4,2026-02-07,https://www.spyder.com/products/mens-dare-black,product_images/spyder_mens_dare_pants_black.png
MENS DARE PANTS,Spyder,pants,Men,6,350.0,L,Black,Insulated,3,4,2026-02-07,https://www.spyder.com/products/mens-dare-black,product_images/spyder_mens_dare_pants_black.png
MENS DARE PANTS,Spyder,pants,Men,6,350.0,XL,Black,Insulated,3,4,2026-02-07,https://www.spyder.com/products/mens-dare-black,product_images/spyder_mens_dare_pants_black.png
MENS DARE PANTS,Spyder,pants,Men,6,350.0,XXL,Black,Insulated,3,4,2026-02-07,https://www.spyder.com/products/mens-dare-black,product_images/spyder_mens_dare_pants_black.png
Men’s Chilkat V 400 Waterproof Boots,The North Face,boots,Men,5,135.0,8,Beige,Boots,4,4,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-footwear/mens-boots-695280/mens-chilkat-v-400-waterproof-boots-NF0A5LVZ?color=92P&size=085,product_images/north_face_toasted_brown_tnf_black.png
Men’s Chilkat V 400 Waterproof Boots,The North Face,boots,Men,5,135.0,9,Beige,Boots,4,4,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-footwear/mens-boots-695280/mens-chilkat-v-400-waterproof-boots-NF0A5LVZ?color=92P&size=085,product_images/north_face_toasted_brown_tnf_black.png
Men’s Chilkat V 400 Waterproof Boots,The North Face,boots,Men,5,135.0,10,Beige,Boots,4,4,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-footwear/mens-boots-695280/mens-chilkat-v-400-waterproof-boots-NF0A5LVZ?color=92P&size=085,product_images/north_face_toasted_brown_tnf_black.png
Men’s Chilkat V 400 Waterproof Boots,The North Face,boots,Men,5,135.0,11,Beige,Boots,4,4,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-footwear/mens-boots-695280/mens-chilkat-v-400-waterproof-boots-NF0A5LVZ?color=92P&size=085,product_images/north_face_toasted_brown_tnf_black.png
Men’s Chilkat V 400 Waterproof Boots,The North Face,boots,Men,5,135.0,12,Beige,Boots,4,4,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-footwear/mens-boots-695280/mens-chilkat-v-400-waterproof-boots-NF0A5LVZ?color=92P&size=085,product_images/north_face_toasted_brown_tnf_black.png
Men’s Chilkat V 400 Waterproof Boots,The North Face,boots,Men,5,135.0,13,Beige,Boots,4,4,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-footwear/mens-boots-695280/mens-chilkat-v-400-waterproof-boots-NF0A5LVZ?color=92P&size=085,product_images/north_face_toasted_brown_tnf_black.png
Men’s Freedom Pants,The North Face,pants,Men,5,200.0,S,Black,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-bottoms/mens-pants-224219/mens-freedom-pants-NF0A5ABV?color=4H0,product_images/north_face_tnf_black.png
Men’s Freedom Pants,The North Face,pants,Men,5,200.0,M,Black,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-bottoms/mens-pants-224219/mens-freedom-pants-NF0A5ABV?color=4H0,product_images/north_face_tnf_black.png
Men’s Freedom Pants,The North Face,pants,Men,5,200.0,L,Black,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-bottoms/mens-pants-224219/mens-freedom-pants-NF0A5ABV?color=4H0,product_images/north_face_tnf_black.png
Men’s Freedom Pants,The North Face,pants,Men,5,200.0,XL,Black,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-bottoms/mens-pants-224219/mens-freedom-pants-NF0A5ABV?color=4H0,product_images/north_face_tnf_black.png
Men’s Freedom Pants,The North Face,pants,Men,5,200.0,XXL,Black,Other,3,0,2026-02-07,https://www.thenorthface.com/en-us/p/mens/mens-bottoms/mens-pants-224219/mens-freedom-pants-NF0A5ABV?color=4H0,product_images/north_face_tnf_black.png
SABRE PANT MEN'S,Arc'teryx,pants,Men,5,450.0,S,Blue,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/sabre-pant-8928,product_images/arcteryx_sabre_pant_men_s_vitality.jpeg
SABRE PANT MEN'S,Arc'teryx,pants,Men,5,450.0,M,Blue,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/sabre-pant-8928,product_images/arcteryx_sabre_pant_men_s_vitality.jpeg
SABRE PANT MEN'S,Arc'teryx,pants,Men,5,450.0,L,Blue,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/sabre-pant-8928,product_images/arcteryx_sabre_pant_men_s_vitality.jpeg
SABRE PANT MEN'S,Arc'teryx,pants,Men,5,450.0,XL,Blue,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/sabre-pant-8928,product_images/arcteryx_sabre_pant_men_s_vitality.jpeg
SABRE PANT MEN'S,Arc'teryx,pants,Men,5,450.0,XXL,Blue,Shell,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/sabre-pant-8928,product_images/arcteryx_sabre_pant_men_s_vitality.jpeg
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,S,Grey,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gray_heather.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,M,Grey,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gray_heather.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,L,Grey,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gray_heather.png
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,XL,Grey,Insulated,4,4,2026-02-07,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gray_heather.png
ALPHA SV BIB PANT MEN'S,Arc'teryx,pants,Men,5,700.0,S,Red,Shell Bib,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/alpha-sv-bib-pant-9900,product_images/arcteryx_alpha_sv_bib_pant_men_s_dynasty.jpeg
ALPHA SV BIB PANT MEN'S,Arc'teryx,pants,Men,5,700.0,M,Red,Shell Bib,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/alpha-sv-bib-pant-9900,product_images/arcteryx_alpha_sv_bib_pant_men_s_dynasty.jpeg
ALPHA SV BIB PANT MEN'S,Arc'teryx,pants,Men,5,700.0,L,Red,Shell Bib,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/alpha-sv-bib-pant-9900,product_images/arcteryx_alpha_sv_bib_pant_men_s_dynasty.jpeg
ALPHA SV BIB PANT MEN'S,Arc'teryx,pants,Men,5,700.0,XL,Red,Shell Bib,2,5,2026-02-07,https://arcteryx.com/us/en/shop/mens/alpha-sv-bib-pant-9900,product_images/arcteryx_alpha_sv_bib_pant_men_s_dynasty.jpeg
