item,brand,category,gender,time_of_delivery_days,price,size,color,style,warmth,waterproof,current_day,url,image
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,XL,Blue,Insulated,4,4,2/7/26,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gloves_men_s_burton_gore_tex_mittens_blue.jpg
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200,S,Grey,Insulated,4,4,2/7/26,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arc_teryx_gloves_fission_sv_glove_grey.jpg
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200,M,Grey,Insulated,4,4,2/7/26,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arc_teryx_gloves_fission_sv_glove_grey.jpg
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200,L,Grey,Insulated,4,4,2/7/26,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arc_teryx_gloves_fission_sv_glove_grey.jpg
FISSION SV GLOVE,Arc'teryx,gloves,Men,5,200,XL,Grey,Insulated,4,4,2/7/26,https://arcteryx.com/us/en/shop/fission-sv-glove-9939,product_images/arc_teryx_gloves_fission_sv_glove_grey.jpg
Men’s Montana Ski Gloves,The North Face,gloves,Men,5,65,S,Blue,Insulated,4,4,2/7/26,https://www.thenorthface.com/en-us/p/shop-all/snow-347788/mens-montana-ski-gloves-NF0A89QG?color=BOM,product_images/the_north_face_gloves_mens_montana_ski_gloves_blue.jpg
Men’s Montana Ski Gloves,The North Face,gloves,Men,5,65,M,Blue,Insulated,4,4,2/7/26,https://www.thenorthface.com/en-us/p/shop-all/snow-347788/mens-montana-ski-gloves-NF0A89QG?color=BOM,product_images/the_north_face_gloves_mens_montana_ski_gloves_blue.jpg
Men’s Montana Ski Gloves,The North Face,gloves,Men,5,65,L,Blue,Insulated,4,4,2/7/26,https://www.thenorthface.com/en-us/p/shop-all/snow-347788/mens-montana-ski-gloves-NF0A89QG?color=BOM,product_images/the_north_face_gloves_mens_montana_ski_gloves_blue.jpg
Men’s Montana Ski Gloves,The North Face,gloves,Men,5,65,XL,Blue,Insulated,4,4,2/7/26,https://www.thenorthface.com/en-us/p/shop-all/snow-347788/mens-montana-ski-gloves-NF0A89QG?color=BOM,product_images/the_north_face_gloves_mens_montana_ski_gloves_blue.jpg
Men’s Montana Ski Gloves,The North Face,gloves,Men,5,65,XXL,Blue,Insulated,4,4,2/7/26,https://www.thenorthface.com/en-us/p/shop-all/snow-347788/mens-montana-ski-gloves-NF0A89QG?color=BOM,product_images/the_north_face_gloves_mens_montana_ski_gloves_blue.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,XS,Black,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_black.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,S,Black,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_black.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,M,Black,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_black.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,L,Black,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_black.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,XL,Black,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_black.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,XXL,Black,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_black.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,XS,Grey,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_grey.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,S,Grey,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_grey.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,M,Grey,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_grey.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,L,Grey,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_grey.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,XL,Grey,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_grey.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,XXL,Grey,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_grey.jpg
Men’s Freedom Pants,The North Face,pants,Men,5,200,S,Red,Other,3,0,2/7/26,https://www.thenorthface.com/en-us/p/mens/mens-bottoms/mens-pants-224219/mens-freedom-pants-NF0A5ABV?color=0VO,product_images/the_north_face_pants_mens_freedom_pants_red.jpg
Men’s Freedom Pants,The North Face,pants,Men,5,200,M,Red,Other,3,0,2/7/26,https://www.thenorthface.com/en-us/p/mens/mens-bottoms/mens-pants-224219/mens-freedom-pants-NF0A5ABV?color=0VO,product_images/the_north_face_pants_mens_freedom_pants_red.jpg
Men’s Freedom Pants,The North Face,pants,Men,5,200,L,Red,Other,3,0,2/7/26,https://www.thenorthface.com/en-us/p/mens/mens-bottoms/mens-pants-224219/mens-freedom-pants-NF0A5ABV?color=0VO,product_images/the_north_face_pants_mens_freedom_pants_red.jpg
Men’s Freedom Pants,The North Face,pants,Men,5,200,XL,Red,Other,3,0,2/7/26,https://www.thenorthface.com/en-us/p/mens/mens-bottoms/mens-pants-224219/mens-freedom-pants-NF0A5ABV?color=0VO,product_images/the_north_face_pants_mens_freedom_pants_red.jpg
Men’s Freedom Pants,The North Face,pants,Men,5,200,XXL,Red,Other,3,0,2/7/26,https://www.thenorthface.com/en-us/p/mens/mens-bottoms/mens-pants-224219/mens-freedom-pants-NF0A5ABV?color=0VO,product_images/the_north_face_pants_mens_freedom_pants_red.jpg
Expedition Parka North Star,Canada Goose,jacket,Men,5,1675,XS,White,Down Insulated,5,3,2/7/26,https://www.canadagoose.com/us/en/pr/expedition-parka-2051M.html?Color=433,product_images/canada_goose_jacket_expedition_parka_north_star_white.jpg
Expedition Parka North Star,Canada Goose,jacket,Men,5,1675,S,White,Down Insulated,5,3,2/7/26,https://www.canadagoose.com/us/en/pr/expedition-parka-2051M.html?Color=433,product_images/canada_goose_jacket_expedition_parka_north_star_white.jpg
Expedition Parka North Star,Canada Goose,jacket,Men,5,1675,M,White,Down Insulated,5,3,2/7/26,https://www.canadagoose.com/us/en/pr/expedition-parka-2051M.html?Color=433,product_images/canada_goose_jacket_expedition_parka_north_star_white.jpg
Expedition Parka North Star,Canada Goose,jacket,Men,5,1675,L,White,Down Insulated,5,3,2/7/26,https://www.canadagoose.com/us/en/pr/expedition-parka-2051M.html?Color=433,product_images/canada_goose_jacket_expedition_parka_north_star_white.jpg
Expedition Parka North Star,Canada Goose,jacket,Men,5,1675,XL,White,Down Insulated,5,3,2/7/26,https://www.canadagoose.com/us/en/pr/expedition-parka-2051M.html?Color=433,product_images/canada_goose_jacket_expedition_parka_north_star_white.jpg
Expedition Parka North Star,Canada Goose,jacket,Men,5,1675,XXL,White,Down Insulated,5,3,2/7/26,https://www.canadagoose.com/us/en/pr/expedition-parka-2051M.html?Color=433,product_images/canada_goose_jacket_expedition_parka_north_star_white.jpg
Expedition Parka North Star,Canada Goose,jacket,Men,5,1675,XXXL,White,Down Insulated,5,3,2/7/26,https://www.canadagoose.com/us/en/pr/expedition-parka-2051M.html?Color=433,product_images/canada_goose_jacket_expedition_parka_north_star_white.jpg
MENS OVERWEB GTX,Spyder,gloves,Men,6,130,S,Red,Insulated,4,4,2/7/26,https://www.spyder.com/products/overweb-gtx-gloves-spyder-red,product_images/spyder_gloves_mens_overweb_gtx_red.jpg
MENS OVERWEB GTX,Spyder,gloves,Men,6,130,M,Red,Insulated,4,4,2/7/26,https://www.spyder.com/products/overweb-gtx-gloves-spyder-red,product_images/spyder_gloves_mens_overweb_gtx_red.jpg
MENS OVERWEB GTX,Spyder,gloves,Men,6,130,L,Red,Insulated,4,4,2/7/26,https://www.spyder.com/products/overweb-gtx-gloves-spyder-red,product_images/spyder_gloves_mens_overweb_gtx_red.jpg
MENS OVERWEB GTX,Spyder,gloves,Men,6,130,XL,Red,Insulated,4,4,2/7/26,https://www.spyder.com/products/overweb-gtx-gloves-spyder-red,product_images/spyder_gloves_mens_overweb_gtx_red.jpg
HEATTECH Ultra Warm T-Shirt,Uniqlo,base_top,Unisex,6,34.9,XS,White,Baselayer,4,0,2/7/26,https://www.uniqlo.com/us/en/products/E479525-000/00?colorDisplayCode=01&sizeDisplayCode=004,product_images/uniqlo_base_top_heattech_ultra_warm_t_shirt_white.jpg
HEATTECH Ultra Warm T-Shirt,Uniqlo,base_top,Unisex,6,34.9,S,White,Baselayer,4,0,2/7/26,https://www.uniqlo.com/us/en/products/E479525-000/00?colorDisplayCode=01&sizeDisplayCode=004,product_images/uniqlo_base_top_heattech_ultra_warm_t_shirt_white.jpg
HEATTECH Ultra Warm T-Shirt,Uniqlo,base_top,Unisex,6,34.9,M,White,Baselayer,4,0,2/7/26,https://www.uniqlo.com/us/en/products/E479525-000/00?colorDisplayCode=01&sizeDisplayCode=004,product_images/uniqlo_base_top_heattech_ultra_warm_t_shirt_white.jpg
HEATTECH Ultra Warm T-Shirt,Uniqlo,base_top,Unisex,6,34.9,L,White,Baselayer,4,0,2/7/26,https://www.uniqlo.com/us/en/products/E479525-000/00?colorDisplayCode=01&sizeDisplayCode=004,product_images/uniqlo_base_top_heattech_ultra_warm_t_shirt_white.jpg
HEATTECH Ultra Warm T-Shirt,Uniqlo,base_top,Unisex,6,34.9,XL,White,Baselayer,4,0,2/7/26,https://www.uniqlo.com/us/en/products/E479525-000/00?colorDisplayCode=01&sizeDisplayCode=004,product_images/uniqlo_base_top_heattech_ultra_warm_t_shirt_white.jpg
HEATTECH Ultra Warm T-Shirt,Uniqlo,base_top,Unisex,6,34.9,XXL,White,Baselayer,4,0,2/7/26,https://www.uniqlo.com/us/en/products/E479525-000/00?colorDisplayCode=01&sizeDisplayCode=004,product_images/uniqlo_base_top_heattech_ultra_warm_t_shirt_white.jpg
MENS TITAN JACKET,Spyder,jacket,Men,6,500,L,Black,Insulated,4,4,2/7/26,https://www.spyder.com/products/titan-jacket,product_images/spyder_jacket_mens_titan_jacket_black.jpg
MENS TITAN JACKET,Spyder,jacket,Men,6,500,XL,Black,Insulated,4,4,2/7/26,https://www.spyder.com/products/titan-jacket,product_images/spyder_jacket_mens_titan_jacket_black.jpg
MENS TITAN JACKET,Spyder,jacket,Men,6,500,XXL,Black,Insulated,4,4,2/7/26,https://www.spyder.com/products/titan-jacket,product_images/spyder_jacket_mens_titan_jacket_black.jpg
Men's Burton Highshot X Pro Step On® Snowboard Boots,Burton,boots,Men,6,430,8,White,Boots,4,4,2/7/26,https://www.burton.com/us/en/p/mens-burton-highshot-x-pro-step-on-snowboard-boots/W26-304781.html?dwvar_W26-304781_variationColor=A02,product_images/burton_boots_men_s_burton_highshot_x_pro_step_on_snowboard_boots_white.jpg
Men's Burton Highshot X Pro Step On® Snowboard Boots,Burton,boots,Men,6,430,9,White,Boots,4,4,2/7/26,https://www.burton.com/us/en/p/mens-burton-highshot-x-pro-step-on-snowboard-boots/W26-304781.html?dwvar_W26-304781_variationColor=A02,product_images/burton_boots_men_s_burton_highshot_x_pro_step_on_snowboard_boots_white.jpg
Men's Burton Highshot X Pro Step On® Snowboard Boots,Burton,boots,Men,6,430,10,White,Boots,4,4,2/7/26,https://www.burton.com/us/en/p/mens-burton-highshot-x-pro-step-on-snowboard-boots/W26-304781.html?dwvar_W26-304781_variationColor=A02,product_images/burton_boots_men_s_burton_highshot_x_pro_step_on_snowboard_boots_white.jpg
Men's Burton Highshot X Pro Step On® Snowboard Boots,Burton,boots,Men,6,430,11,White,Boots,4,4,2/7/26,https://www.burton.com/us/en/p/mens-burton-highshot-x-pro-step-on-snowboard-boots/W26-304781.html?dwvar_W26-304781_variationColor=A02,product_images/burton_boots_men_s_burton_highshot_x_pro_step_on_snowboard_boots_white.jpg
Men's Burton Highshot X Pro Step On® Snowboard Boots,Burton,boots,Men,6,430,12,White,Boots,4,4,2/7/26,https://www.burton.com/us/en/p/mens-burton-highshot-x-pro-step-on-snowboard-boots/W26-304781.html?dwvar_W26-304781_variationColor=A02,product_images/burton_boots_men_s_burton_highshot_x_pro_step_on_snowboard_boots_white.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,XS,White,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_white.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,S,White,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_white.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,M,White,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_white.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,L,White,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_white.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,XL,White,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_white.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,XXL,White,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_white.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,XXXL,White,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_white.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,XS,Red,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_red.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,S,Red,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_red.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,M,Red,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_red.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,L,Red,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_red.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,XL,Red,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_red.jpg
RHO LT BOTTOM MEN'S,Arc'teryx,base_bottom,Men,5,120,XXL,Red,Baselayer,3,0,2/7/26,https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037,product_images/arc_teryx_base_bottom_rho_lt_bottom_men_s_red.jpg
BETA SV PANT MEN'S,Arc'teryx,pants,Men,5,500,S,Black,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-sv-pant-0280,product_images/arc_teryx_pants_beta_sv_pant_men_s_black.jpg
BETA SV PANT MEN'S,Arc'teryx,pants,Men,5,500,M,Black,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-sv-pant-0280,product_images/arc_teryx_pants_beta_sv_pant_men_s_black.jpg
BETA SV PANT MEN'S,Arc'teryx,pants,Men,5,500,L,Black,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-sv-pant-0280,product_images/arc_teryx_pants_beta_sv_pant_men_s_black.jpg
BETA SV PANT MEN'S,Arc'teryx,pants,Men,5,500,XL,Black,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-sv-pant-0280,product_images/arc_teryx_pants_beta_sv_pant_men_s_black.jpg
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,S,Black,Insulated,4,4,2/7/26,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gloves_men_s_burton_gore_tex_mittens_black.jpg
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,M,Black,Insulated,4,4,2/7/26,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gloves_men_s_burton_gore_tex_mittens_black.jpg
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,L,Black,Insulated,4,4,2/7/26,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gloves_men_s_burton_gore_tex_mittens_black.jpg
Men's Burton GORE-TEX Mittens,Burton,gloves,Men,6,84.95,XL,Black,Insulated,4,4,2/7/26,https://www.burton.com/us/en/p/mens-burton-gore-tex-mittens/W26-103841.html?dwvar_W26-103841_variationColor=AH2,product_images/burton_gloves_men_s_burton_gore_tex_mittens_black.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,XS,Blue,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_blue.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,S,Blue,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_blue.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,M,Blue,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_blue.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,L,Blue,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_blue.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,XL,Blue,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_blue.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,XXL,Blue,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_blue.jpg
BETA AR JACKET MEN'S,Arc'teryx,jacket,Men,5,650,XXXL,Blue,Shell,2,5,2/7/26,https://arcteryx.com/us/en/shop/mens/beta-ar-jacket-9906,product_images/arc_teryx_jacket_beta_ar_jacket_men_s_blue.jpg
